element,sp_num,obs_wl_air(nm),unc_obs_wl,ritz_wl_air(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
Ar,2,"=""412.86399""","=""0.00005""","=""412.863985""","=""0.000006""","=""18""","=""1.4e+06""",B,"=""149179.2444""","=""173393.4658""","=""3s2.3p4.(3P).3d""","=""2F""","=""7/2""","=""3s2.3p4.(1D).4p""","=""2D*""","=""5/2""",,"=""T926""","=""L11520""",
Ar,2,"=""412.96820""","=""0.00007""","=""412.968211""","=""0.000006""","=""12""","=""""",,"=""159706.5337""","=""183914.6440""","=""3s2.3p4.(3P).4p""","=""2P*""","=""1/2""","=""3s2.3p4.(3P).5s""","=""2P""","=""1/2""",,"=""""","=""L11520""",
Ar,2,"=""413.17232""","=""0.00001""","=""413.172327""","=""0.000007""","=""891""","=""8.5e+07""",B,"=""148620.1414""","=""172816.2926""","=""3s2.3p4.(1D).4s""","=""2D""","=""3/2""","=""3s2.3p4.(1D).4p""","=""2P*""","=""1/2""",,"=""T926""","=""L11520""",
Ar,2,"=""414.4245""","=""0.0003""","=""414.42441""","=""0.00003""","=""5""","=""""",,"=""190942.7220""","=""215065.7716""","=""3s2.3p4.(3P).5p""","=""2S*""","=""1/2""","=""3s2.3p4.(1S).5s""","=""2S""","=""1/2""",,"=""""","=""L11520""",
Ar,3,"=""414.660""","=""0.004""","=""414.66313""","=""0.00007""","=""""","=""""",,"=""207233.003""","=""231342.1658""","=""3s2.3p3.(2P*).4s""","=""3P*""","=""2""","=""3s2.3p3.(2D*).4p""","=""3P""","=""2""",,"=""""","=""L16082""",
Ar,2,"=""414.7377""","=""0.0008""","=""414.738177""","=""0.000007""","=""2""","=""1.8e+04""",E,"=""135601.7336""","=""159706.5337""","=""3s2.3p4.(3P).4s""","=""4P""","=""1/2""","=""3s2.3p4.(3P).4p""","=""2P*""","=""1/2""",,"=""T997n""","=""L14821""",
Ar,3,"=""414.903""","=""0.003""","=""414.9063""","=""0.0007""","=""3""","=""""",,"=""207532.33""","=""231627.364""","=""3s2.3p3.(2P*).4s""","=""3P*""","=""1""","=""3s2.3p3.(2D*).4p""","=""3P""","=""1""",,"=""""","=""L7493""",
Ar,2,"=""415.2909""","=""0.0008""","=""415.2909""","=""0.0009""","=""0.5""","=""""",,"=""187589.3383""","=""211662.06""","=""3s2.3p4.(3P).4d""","=""2F""","=""5/2""","=""3s2.3p4.(3P<1>).6f""","=""2[3]*""","=""7/2""",,"=""""","=""L14821""",
Ar,2,"=""415.60854""","=""0.00002""","=""415.608541""","=""0.000007""","=""60""","=""3.9e+07""",D,"=""158167.7999""","=""182222.1209""","=""3s2.3p4.(3P).4p""","=""4D*""","=""3/2""","=""3s2.3p4.(3P).5s""","=""4P""","=""3/2""",,"=""T1240""","=""L11520""",
Ar,1,"=""415.8590""","=""""","=""415.859070""","=""""","=""400""","=""1.40e+06""",B,"=""93143.7600""","=""117183.5901""","=""3s2.3p5.(2P*<3/2>).4s""","=""2[3/2]*""","=""2""","=""3s2.3p5.(2P*<3/2>).5p""","=""2[3/2]""","=""2""",,"=""T5223""","=""L2634""",
Ar,2,"=""416.251""","=""0.002""","=""416.25085""","=""0.00003""","=""0""","=""""",,"=""187589.3383""","=""211606.5420""","=""3s2.3p4.(3P).4d""","=""2F""","=""5/2""","=""3s2.3p4.(3P<1>).6f""","=""2[4]*""","=""7/2""",,"=""""","=""L14821""",
Ar,1,"=""416.4180""","=""""","=""416.417952""","=""""","=""50""","=""2.9e+05""",B,"=""93143.7600""","=""117151.3264""","=""3s2.3p5.(2P*<3/2>).4s""","=""2[3/2]*""","=""2""","=""3s2.3p5.(2P*<3/2>).5p""","=""2[3/2]""","=""1""",,"=""T5223""","=""L2634""",
Ar,2,"=""416.89696""","=""0.00018""","=""416.896778""","=""0.000018""","=""6""","=""""",,"=""172335.5985""","=""196315.5916""","=""3s2.3p4.(1D).3d""","=""2D""","=""5/2""","=""3s2.3p4.(3P<1>).4f""","=""2[3]*""","=""5/2""",,"=""""","=""L11520""",
Ar,3,"=""417.369""","=""0.003""","=""417.3636""","=""0.0003""","=""2""","=""""",,"=""207674.192""","=""231627.364""","=""3s2.3p3.(2P*).4s""","=""3P*""","=""0""","=""3s2.3p3.(2D*).4p""","=""3P""","=""1""",,"=""""","=""L7493""",
Ar,2,"=""417.83650""","=""0.00007""","=""417.836530""","=""0.000007""","=""13""","=""1.2e+06""",C+,"=""134241.7389""","=""158167.7999""","=""3s2.3p4.(3P).4s""","=""4P""","=""5/2""","=""3s2.3p4.(3P).4p""","=""4D*""","=""3/2""",,"=""T926""","=""L11520""",
Ar,2,"=""417.92972""","=""0.00003""","=""417.929704""","=""0.000006""","=""50""","=""1.3e+07""",D,"=""157673.4134""","=""181594.1404""","=""3s2.3p4.(3P).4p""","=""4D*""","=""5/2""","=""3s2.3p4.(3P).5s""","=""4P""","=""5/2""",,"=""T1240""","=""L11520""",
Ar,1,"=""418.1884""","=""""","=""418.188354""","=""""","=""50""","=""5.6e+05""",B,"=""94553.6652""","=""118459.5975""","=""3s2.3p5.(2P*<1/2>).4s""","=""2[1/2]*""","=""0""","=""3s2.3p5.(2P*<1/2>).5p""","=""2[1/2]""","=""1""",,"=""T5223""","=""L2634""",
Ar,3,"=""418.29667""","=""0.00012""","=""418.29661""","=""0.00012""","=""18""","=""""",,"=""199763.4147""","=""223663.160""","=""3s2.3p3.(2D*).4s""","=""1D*""","=""2""","=""3s2.3p3.(2D*).4p""","=""1P""","=""1""",,"=""""","=""L11520""",
Ar,2,"=""418.35909""","=""0.00004""","=""418.35908""","=""0.00003""","=""4""","=""""",,"=""191169.5946""","=""215065.7716""","=""3s2.3p4.(3P).5p""","=""4S*""","=""3/2""","=""3s2.3p4.(1S).5s""","=""2S""","=""1/2""",,"=""""","=""L2634""",
Ar,2,"=""418.96507""","=""0.00006""","=""418.965100""","=""0.000007""","=""16""","=""""",,"=""167307.9822""","=""191169.5946""","=""3s2.3p4.(1S).4s""","=""2S""","=""1/2""","=""3s2.3p4.(3P).5p""","=""4S*""","=""3/2""",,"=""""","=""L11520""",
Ar,1,"=""419.0713""","=""""","=""419.071294""","=""""","=""100""","=""2.80e+05""",B,"=""93143.7600""","=""116999.3259""","=""3s2.3p5.(2P*<3/2>).4s""","=""2[3/2]*""","=""2""","=""3s2.3p5.(2P*<3/2>).5p""","=""2[5/2]""","=""2""",,"=""T5223""","=""L2634""",
Ar,1,"=""419.1029""","=""""","=""419.102932""","=""""","=""50""","=""5.4e+05""",C+,"=""94553.6652""","=""118407.4303""","=""3s2.3p5.(2P*<1/2>).4s""","=""2[1/2]*""","=""0""","=""3s2.3p5.(2P*<1/2>).5p""","=""2[3/2]""","=""1""",,"=""T5223""","=""L2634""",
Ar,1,"=""419.8317""","=""""","=""419.831729""","=""""","=""200""","=""2.57e+06""",B,"=""93750.5978""","=""117562.9553""","=""3s2.3p5.(2P*<3/2>).4s""","=""2[3/2]*""","=""1""","=""3s2.3p5.(2P*<3/2>).5p""","=""2[1/2]""","=""0""",,"=""T5223""","=""L2634""",
Ar,3,"=""419.883""","=""0.003""","=""419.8762""","=""0.0007""","=""3*""","=""""",,"=""207532.33""","=""231342.1658""","=""3s2.3p3.(2P*).4s""","=""3P*""","=""1""","=""3s2.3p3.(2D*).4p""","=""3P""","=""2""",,"=""""","=""L7493""",
Ar,3,"=""419.883""","=""0.003""","=""419.8817""","=""0.0012""","=""3*""","=""""",,"=""219337.54""","=""243147.063""","=""3s2.3p3.(2D*).3d""","=""1D*""","=""2""","=""3s2.3p3.(2P*).4p""","=""3P""","=""1""",,"=""""","=""L7493""",
Ar,2,"=""419.98887""","=""0.00015""","=""419.98890""","=""0.00003""","=""9""","=""""",,"=""172829.6539""","=""196633.1005""","=""3s2.3p4.(1D).3d""","=""2D""","=""3/2""","=""3s2.3p4.(3P<0>).4f""","=""2[3]*""","=""5/2""",,"=""""","=""L11520""",
Ar,1,"=""420.0674""","=""""","=""420.067472""","=""""","=""400""","=""9.7e+05""",B+,"=""93143.7600""","=""116942.7542""","=""3s2.3p5.(2P*<3/2>).4s""","=""2[3/2]*""","=""2""","=""3s2.3p5.(2P*<3/2>).5p""","=""2[5/2]""","=""3""",,"=""T5223""","=""L2634""",
Ar,2,"=""420.15556""","=""0.00008""","=""420.155428""","=""0.000007""","=""10""","=""""",,"=""158428.1087""","=""182222.1209""","=""3s2.3p4.(3P).4p""","=""4D*""","=""1/2""","=""3s2.3p4.(3P).5s""","=""4P""","=""3/2""",,"=""""","=""L11520""",
